label,old-label,prop,wrong,,cond,sent,paraph
0,0,"If EC_get_builtin_curves_APIParam_2 is less than the total number of curves available, the first EC_get_builtin_curves_APIParam_2 curves will be returned",,,null,"If EC_get_builtin_curves_APIParam_2 is less than the total number of curves available, then the first EC_get_builtin_curves_APIParam_2 curves will be returned.","Whilst the library can be used to create any curve using the functions described above, there are also a number of predefined curves that are available. In order to obtain a list of all of the predefined curves, call the function EC_get_builtin_curves. The parameter EC_get_builtin_curves_APIParam_1 should be an array of EC_builtin_curve structures of size EC_get_builtin_curves_APIParam_2. The function will populate the EC_get_builtin_curves_APIParam_1 array with information about the builtin curves. If EC_get_builtin_curves_APIParam_2 is less than the total number of curves available, then the first EC_get_builtin_curves_APIParam_2 curves will be returned. Otherwise the total number of curves will be provided. The return value is the total number of curves available (whether that number has been populated in EC_get_builtin_curves_APIParam_1 or not). Passing a NULL EC_get_builtin_curves_APIParam_1, or setting EC_get_builtin_curves_APIParam_2 to 0 will do nothing other than return the total number of curves available. The EC_builtin_curve structure is defined as follows:"
0,0,DSA_set_method_APIName returns non-zero if the provided DSA_set_method_APIParam_2 was successfully set as the method for DSA_set_method_APIParam_1,,,null,DSA_set_method_APIName returns non-zero if the provided DSA_set_method_APIParam_2 was successfully set as the method for DSA_set_method_APIParam_1 (including unloading the ENGINE handle if the previous method was supplied by an ENGINE).,DSA_set_method_APIName returns non-zero if the provided DSA_set_method_APIParam_2 was successfully set as the method for DSA_set_method_APIParam_1 (including unloading the ENGINE handle if the previous method was supplied by an ENGINE).
0,0,ASN1_OBJECT_free_APIName returns no value,,,null,ASN1_OBJECT_free_APIName returns no value.,ASN1_OBJECT_free_APIName returns no value.
0,0,BIO_tell_APIName returns the current file position by calling lseek,,,null,"BIO_tell_APIName returns the current file position by calling lseek(fd, 0, 1).","BIO_tell_APIName returns the current file position by calling lseek(fd, 0, 1)."
0,0,BN_RECP_CTX_init_APIName and BN_RECP_CTX_free_APIName have no return values,,,null,BN_RECP_CTX_init_APIName and BN_RECP_CTX_free_APIName have no return values.,BN_RECP_CTX_init_APIName and BN_RECP_CTX_free_APIName have no return values.
0,0,DH_OpenSSL_APIName and DH_get_default_method_APIName return pointers to the respective DH_OpenSSL_APIParam_0 DH_get_default_method_APIParam_0s,,,null,DH_OpenSSL_APIName and DH_get_default_method_APIName return pointers to the respective DH_OpenSSL_APIParam_0 DH_get_default_method_APIParam_0s.,DH_OpenSSL_APIName and DH_get_default_method_APIName return pointers to the respective DH_OpenSSL_APIParam_0 DH_get_default_method_APIParam_0s.
0,0,SSL_get_options_APIName returns the options set for SSL_get_options_APIParam_1,,,null,SSL_get_options_APIName returns the options set for SSL_get_options_APIParam_1.,SSL_get_options_APIName returns the options set for SSL_get_options_APIParam_1.
0,0,a new ASN1_TIME structure is allocated and returned,1,,If ASN1_TIME_set_APIParam_1 is NULL,"If ASN1_TIME_set_APIParam_1 is NULL , a new ASN1_TIME structure is allocated and returned.","The function ASN1_TIME_set_APIName sets the ASN1_TIME structure ASN1_TIME_set_APIParam_1 to the time represented by the time_t value ASN1_TIME_set_APIParam_2. If ASN1_TIME_set_APIParam_1 is NULL , a new ASN1_TIME structure is allocated and returned."
0,0,SSL_get_cipher_bits_APIName is a macro to obtain the number of secret/algorithm bits used and SSL_get_cipher_version_APIName returns the protocol name,,,null,SSL_get_cipher_bits_APIName is a macro to obtain the number of secret/algorithm bits used and SSL_get_cipher_version_APIName returns the protocol name.,SSL_get_cipher_APIName and SSL_get_cipher_name_APIName are identical macros to obtain the name of the currently used cipher. SSL_get_cipher_bits_APIName is a macro to obtain the number of secret/algorithm bits used and SSL_get_cipher_version_APIName returns the protocol name. See SSL_CIPHER_get_name_APIName for more details.
0,0,only the length is calculated and returned,1,,If i2d_SSL_SESSION_APIParam_2 is the NULL pointer,"If i2d_SSL_SESSION_APIParam_2 is the NULL pointer, only the length is calculated and returned.","i2d_SSL_SESSION_APIName transforms the SSL_SESSION object i2d_SSL_SESSION_APIParam_1 into the ASN1 representation and stores i2d_SSL_SESSION_APIParam_1 into the memory location pointed to by i2d_SSL_SESSION_APIParam_2. The length of the resulting ASN1 representation is returned. If i2d_SSL_SESSION_APIParam_2 is the NULL pointer, only the length is calculated and returned."
0,0,"If an unrecognised error code is passed to X509_verify_cert_error_string_APIName, the numerical value of the unknown code is returned in a static buffer",,,null,"If an unrecognised error code is passed to X509_verify_cert_error_string_APIName, the numerical value of the unknown code is returned in a static buffer.","If an unrecognised error code is passed to X509_verify_cert_error_string_APIName, the numerical value of the unknown code is returned in a static buffer. This is not thread safe but will never happen unless an invalid code is passed."
0,0,The length of the resulting ASN1 representation is returned,,,null,The length of the resulting ASN1 representation is returned.,"i2d_SSL_SESSION_APIName transforms the SSL_SESSION object i2d_SSL_SESSION_APIParam_1 into the ASN1 representation and stores i2d_SSL_SESSION_APIParam_1 into the memory location pointed to by i2d_SSL_SESSION_APIParam_2. The length of the resulting ASN1 representation is returned. If i2d_SSL_SESSION_APIParam_2 is the NULL pointer, only the length is calculated and returned."
0,0,SSL_CTX_get_session_cache_mode_APIName returns the currently set cache mode,,,null,SSL_CTX_get_session_cache_mode_APIName returns the currently set cache mode.,SSL_CTX_get_session_cache_mode_APIName returns the currently set cache mode.
0,0,EC_get_builtin_curves returns the number of builtin curves that are available,,,null,EC_get_builtin_curves returns the number of builtin curves that are available.,EC_get_builtin_curves returns the number of builtin curves that are available.
0,0,The return value points to the certificate presented by the peer,,,null,The return value points to the certificate presented by the peer.,The return value points to the certificate presented by the peer.
0,0,SSL_CTX_sess_cache_full_APIName returns the number of sessions that were removed,,,null,SSL_CTX_sess_cache_full_APIName returns the number of sessions that were removed  .,SSL_CTX_sess_cache_full_APIName returns the number of sessions that were removed because the maximum session cache size was exceeded.
0,0,SSL_state_string_long_APIName returns a string indicating the current state of the SSL object SSL_state_string_long_APIParam_1,,,null,SSL_state_string_long_APIName returns a string indicating the current state of the SSL object SSL_state_string_long_APIParam_1.,SSL_state_string_long_APIName returns a string indicating the current state of the SSL object SSL_state_string_long_APIParam_1.
0,0,OBJ_dup_APIName returns a copy of OBJ_dup_APIParam_1,,,null,OBJ_dup_APIName returns a copy of OBJ_dup_APIParam_1.,OBJ_dup_APIName returns a copy of OBJ_dup_APIParam_1.
0,0,X509_VERIFY_PARAM_get0_peername_APIName returns the DNS hostname or subject CommonName from the peer certificate that matched one of the reference identifiers,,,null,X509_VERIFY_PARAM_get0_peername_APIName returns the DNS hostname or subject CommonName from the peer certificate that matched one of the reference identifiers.,"X509_VERIFY_PARAM_get0_peername_APIName returns the DNS hostname or subject CommonName from the peer certificate that matched one of the reference identifiers. When wildcard matching is not disabled, or when a reference identifier specifies a parent domain (starts with ""."") rather than a hostname, the peer name may be a wildcard name or a sub-domain of the reference identifier respectively. The return string is allocated by the library and is no longer valid once the associated X509_VERIFY_PARAM_get0_peername_APIParam_1 argument is freed. Applications must not free the return value."
0,0,"SSL_get_default_timeout_APIName return this hardcoded value, which is 300 seconds for all currently supported protocols",,,null,"SSL_get_default_timeout_APIName return this hardcoded value, which is 300 seconds for all currently supported protocols (SSLv2, SSLv3, and TLSv1).","SSL_get_default_timeout_APIName return this hardcoded value, which is 300 seconds for all currently supported protocols (SSLv2, SSLv3, and TLSv1)."
0,0,BIO_s_socket_APIName returns the socket BIO method,,,null,BIO_s_socket_APIName returns the socket BIO method.,BIO_s_socket_APIName returns the socket BIO method.
0,0,The return string is allocated by the library and is no longer valid once the associated X509_VERIFY_PARAM_get0_peername_APIParam_1 argument is freed,,,null,The return string is allocated by the library and is no longer valid once the associated X509_VERIFY_PARAM_get0_peername_APIParam_1 argument is freed.,"X509_VERIFY_PARAM_get0_peername_APIName returns the DNS hostname or subject CommonName from the peer certificate that matched one of the reference identifiers. When wildcard matching is not disabled, or when a reference identifier specifies a parent domain (starts with ""."") rather than a hostname, the peer name may be a wildcard name or a sub-domain of the reference identifier respectively. The return string is allocated by the library and is no longer valid once the associated X509_VERIFY_PARAM_get0_peername_APIParam_1 argument is freed. Applications must not free the return value."
0,0,SSL_CTX_get_timeout_APIName returns the currently set timeout value,,,null,SSL_CTX_get_timeout_APIName returns the currently set timeout value.,SSL_CTX_get_timeout_APIName returns the currently set timeout value.
0,0,n is the number of the lock as returned from CRYPTO_get_new_dynlockid_APIName,,,null,n is the number of the lock as returned from CRYPTO_get_new_dynlockid_APIName.,"CRYPTO_lock_APIName is used to lock and unlock the locks. mode is a bitfield describing what should be done with the lock. n is the number of the lock as returned from CRYPTO_get_new_dynlockid_APIName. mode can be combined from 1,2,4,8. These values are pairwise exclusive, with undefined behaviour if misused (for example, CRYPTO_READ and CRYPTO_WRITE should not be used together):"
0,0,This pointer returned corresponds to the internal signature value if CMS_SignerInfo_get0_signature_APIParam_1 so it may be read or modified,,,null,This pointer returned corresponds to the internal signature value if CMS_SignerInfo_get0_signature_APIParam_1 so it may be read or modified.,CMS_SignerInfo_get0_signature_APIName retrieves the signature associated with CMS_SignerInfo_get0_signature_APIParam_1 in a pointer to an ASN1_OCTET_STRING structure. This pointer returned corresponds to the internal signature value if CMS_SignerInfo_get0_signature_APIParam_1 so it may be read or modified.
0,0,SSL_CTX_sess_accept_APIName returns the number of started SSL/TLS handshakes in server mode,,,null,SSL_CTX_sess_accept_APIName returns the number of started SSL/TLS handshakes in server mode.,SSL_CTX_sess_accept_APIName returns the number of started SSL/TLS handshakes in server mode.
0,0,BIO_get_buffer_num_lines_APIName returns the number of lines currently buffered,,,null,BIO_get_buffer_num_lines_APIName returns the number of lines currently buffered.,BIO_get_buffer_num_lines_APIName returns the number of lines currently buffered.
0,0,SSL_CTX_sess_cb_hits_APIName returns the number of successfully retrieved sessions from the external session cache in server mode,,,null,SSL_CTX_sess_cb_hits_APIName returns the number of successfully retrieved sessions from the external session cache in server mode.,SSL_CTX_sess_cb_hits_APIName returns the number of successfully retrieved sessions from the external session cache in server mode.
0,0,"It computes bn_mul_add_words_APIParam_2 bn_mul_words_APIParam_2 bn_sqr_words_APIParam_2 bn_sub_words_APIParam_2 bn_add_words_APIParam_2 - bn_sub_words_APIParam_3 bn_add_words_APIParam_3, places the result in bn_mul_add_words_APIParam_1 bn_mul_words_APIParam_1 bn_sqr_words_APIParam_1 bn_sub_words_APIParam_1 bn_add_words_APIParam_1, and returns the carry",,,null,"It computes bn_mul_add_words_APIParam_2 bn_mul_words_APIParam_2 bn_sqr_words_APIParam_2 bn_sub_words_APIParam_2 bn_add_words_APIParam_2 - bn_sub_words_APIParam_3 bn_add_words_APIParam_3, places the result in bn_mul_add_words_APIParam_1 bn_mul_words_APIParam_1 bn_sqr_words_APIParam_1 bn_sub_words_APIParam_1 bn_add_words_APIParam_1, and returns the carry (1 if bn_sub_words_APIParam_3 bn_add_words_APIParam_3 > bn_mul_add_words_APIParam_2 bn_mul_words_APIParam_2 bn_sqr_words_APIParam_2 bn_sub_words_APIParam_2 bn_add_words_APIParam_2, 0 otherwise).","bn_sub_words(bn_mul_add_words_APIParam_1 bn_mul_words_APIParam_1 bn_sqr_words_APIParam_1 bn_sub_words_APIParam_1 bn_add_words_APIParam_1, bn_mul_add_words_APIParam_2 bn_mul_words_APIParam_2 bn_sqr_words_APIParam_2 bn_sub_words_APIParam_2 bn_add_words_APIParam_2, bn_sub_words_APIParam_3 bn_add_words_APIParam_3, bn_mul_add_words_APIParam_3 bn_mul_words_APIParam_3 bn_sqr_words_APIParam_3) operates on the bn_mul_add_words_APIParam_3 bn_mul_words_APIParam_3 bn_sqr_words_APIParam_3 word arrays bn_mul_add_words_APIParam_2 bn_mul_words_APIParam_2 bn_sqr_words_APIParam_2 bn_sub_words_APIParam_2 bn_add_words_APIParam_2, bn_sub_words_APIParam_3 bn_add_words_APIParam_3 and bn_mul_add_words_APIParam_1 bn_mul_words_APIParam_1 bn_sqr_words_APIParam_1 bn_sub_words_APIParam_1 bn_add_words_APIParam_1. It computes bn_mul_add_words_APIParam_2 bn_mul_words_APIParam_2 bn_sqr_words_APIParam_2 bn_sub_words_APIParam_2 bn_add_words_APIParam_2 - bn_sub_words_APIParam_3 bn_add_words_APIParam_3, places the result in bn_mul_add_words_APIParam_1 bn_mul_words_APIParam_1 bn_sqr_words_APIParam_1 bn_sub_words_APIParam_1 bn_add_words_APIParam_1, and returns the carry (1 if bn_sub_words_APIParam_3 bn_add_words_APIParam_3 > bn_mul_add_words_APIParam_2 bn_mul_words_APIParam_2 bn_sqr_words_APIParam_2 bn_sub_words_APIParam_2 bn_add_words_APIParam_2, 0 otherwise)."
